"Price","Age_08_04","KM","HP","cc","Quarterly_Tax","Weight","Age2","weight2","Quarterly_Tax2","pred","Error"
11250,44,36066,110,1600,69,1040,1936,1081600,4761,11778.8487532393,-528.84875323933
12950,39,34599,110,1600,85,1075,1521,1155625,7225,13267.5147650444,-317.514765044425
11950,41,34000,110,1600,85,1075,1681,1155625,7225,13001.7130836448,-1051.71308364479
10950,42,33623,97,1400,69,1025,1764,1050625,4761,11784.8010074481,-834.801007448117
12950,33,33591,110,1600,85,1075,1089,1155625,7225,14158.6125288797,-1208.61252887972
12950,35,33258,110,1600,85,1075,1225,1155625,7225,13863.9990139417,-913.999013941653
11695,43,33113,110,1600,85,1075,1849,1155625,7225,12748.6784635538,-1053.67846355378
11000,41,33000,110,1600,19,1075,1681,1155625,361,12212.2892968885,-1212.2892968885
13950,35,32941,110,1600,85,1080,1225,1166400,7225,13969.4644030462,-19.4644030462277
11950,38,32781,110,1600,85,1075,1444,1155625,7225,13437.0909621021,-1487.09096210206
11750,40,32532,110,1600,69,1040,1600,1081600,4761,12369.1478794689,-619.147879468881
12400,34,32431,97,1400,85,1060,1156,1123600,7225,13689.8488514433,-1289.8488514433
12500,35,32000,110,1600,69,1040,1225,1081600,4761,13091.4725964848,-591.472596484789
12900,33,31000,110,1600,19,1075,1089,1155625,361,13394.4354920672,-494.435492067205
12200,41,30989,110,1600,69,1045,1681,1092025,4761,12343.9819558776,-143.981955877603
12750,43,30742,110,1600,69,1040,1849,1081600,4761,11993.8136631223,756.186336877672
11950,42,30190,110,1600,85,1075,1764,1155625,7225,12927.5923904227,-977.592390422653
11900,41,29716,116,1600,85,1075,1681,1155625,7225,13267.8087269197,-1367.80872691969
11950,44,29716,110,1600,85,1070,1936,1144900,7225,12573.5899391044,-623.589939104395
14950,42,29640,110,1600,85,1055,1764,1113025,7225,12553.8043502716,2396.19564972842
11950,41,29056,97,1400,85,1060,1681,1123600,7225,12743.9692070292,-793.969207029202
12950,33,28715,110,1600,85,1075,1089,1155625,7225,14235.9872320387,-1285.98723203867
14950,41,28571,110,1600,85,1090,1681,1188100,7225,13394.9356859952,1555.06431400484
13450,40,28362,110,1600,69,1040,1600,1081600,4761,12435.3194365183,1014.68056348173
13750,38,28150,110,1600,85,1075,1444,1155625,7225,13510.5778879284,239.42211207163
12950,43,27301,110,1600,69,1040,1849,1081600,4761,12048.4170990473,901.582900952741
12750,33,27240,110,1600,85,1075,1089,1155625,7225,14259.393238429,-1509.39323842904
11895,39,27170,97,1400,85,1060,1521,1123600,7225,13049.204058517,-1154.20405851702
9950,42,27141,97,1400,85,1060,1764,1123600,7225,12639.777746275,-2689.77774627503
12450,38,26262,110,1600,85,1075,1444,1155625,7225,13540.537576108,-1090.53757610804
12500,38,26000,97,1400,85,1060,1444,1123600,7225,13208.4974812418,-708.497481241795
14950,43,25228,110,1600,69,1045,1849,1092025,4761,12168.2903019877,2781.70969801228
13750,39,25062,110,1600,85,1080,1521,1166400,7225,13519.2875296875,230.712470312539
12695,39,24723,110,1600,85,1060,1521,1123600,7225,13134.4613918422,-439.461391842173
14990,33,24650,110,1600,85,1055,1089,1113025,7225,13917.9768952518,1072.02310474822
12750,43,24553,110,1600,85,1080,1849,1166400,7225,12984.947724303,-234.947724302985
14350,41,24475,110,1600,69,1030,1681,1060900,4761,12192.1830754844,2157.81692451564
12950,39,24444,110,1600,69,1040,1521,1081600,4761,12636.1702044385,313.829795561498
11500,35,24011,97,1400,69,1025,1225,1050625,4761,12922.4199435298,-1422.41994352976
11950,41,24000,97,1400,69,1025,1681,1050625,4761,12072.0829778512,-122.08297785118
13450,40,23616,110,1600,85,1075,1600,1155625,7225,13303.1202013431,146.879798656877
12900,38,22865,110,1600,85,1075,1444,1155625,7225,13594.442798961,-694.442798960992
10500,41,22780,86,1300,69,1035,1681,1071225,4761,12083.9860111994,-1583.98601119941
10950,35,21904,97,1400,69,1025,1225,1050625,4761,12955.8548285905,-2005.85482859045
11950,41,21651,97,1400,69,1025,1681,1050625,4761,12109.3580348078,-159.358034807778
11450,37,21500,110,1600,69,1030,1369,1060900,4761,12798.2025401526,-1348.20254015263
13250,44,21027,110,1600,85,1080,1936,1166400,7225,12910.4188527622,339.581147237781
10250,39,18500,110,1600,69,1030,1521,1060900,4761,12562.30413723,-2312.30413722996
13995,35,18000,110,1600,85,1075,1225,1155625,7225,14106.120265131,-111.120265131
11950,40,17051,97,1400,85,1060,1600,1123600,7225,13071.0991290386,-1121.09912903858
13250,33,16512,97,1400,19,1085,1089,1177225,361,13780.7034738035,-530.703473803464
12950,40,16325,110,1600,85,1080,1600,1166400,7225,13519.2523623572,-569.25236235716
11750,38,16000,97,1400,85,1060,1444,1123600,7225,13367.1822703291,-1617.18227032905
11500,39,12000,110,1600,85,1075,1521,1155625,7225,13626.1265199027,-2126.12651990273
13500,43,10000,97,1400,85,1060,1849,1123600,7225,12779.2489802308,720.751019769164
6500,53,216000,69,1900,185,1110,2809,1232100,34225,7591.51851579847,-1091.51851579847
6400,51,198167,69,1900,185,1095,2601,1199025,34225,7770.484187858,-1370.484187858
7000,53,176000,69,1900,185,1105,2809,1221025,34225,8114.28781789029,-1114.28781789029
7750,54,174139,72,2000,185,1100,2916,1210000,34225,7831.42933826128,-81.4293382612832
8900,45,174000,69,1900,185,1095,2025,1199025,34225,8881.53514584821,18.4648541517872
8500,55,150000,110,1600,72,1075,3025,1155625,5184,9349.45932263978,-849.459322639785
8950,54,149329,72,2000,185,1135,2916,1288225,34225,9035.82975004302,-85.8297500430217
9900,51,146736,110,1600,85,1080,2601,1166400,7225,10059.6189160949,-159.618916094909
10250,53,143513,69,1900,185,1140,2809,1299600,34225,9453.96777738215,796.032222617852
9250,48,142130,110,1600,197,1119,2304,1252161,38809,11408.6005964757,-2158.6005964757
7750,48,140700,69,1900,64,1110,2304,1232100,4096,9030.05738517622,-1280.05738517622
9450,54,138394,69,1900,185,1095,2916,1199025,34225,8382.87673398508,1067.12326601492
7750,55,137000,72,2000,185,1135,3025,1288225,34225,9123.53268163876,-1373.53268163876
8250,52,135258,69,1900,185,1140,2704,1299600,34225,9697.00008533508,-1447.00008533508
9950,49,131364,110,1600,85,1075,2401,1155625,7225,10437.4362959408,-487.436295940783
4450,56,129155,69,1800,64,1110,3136,1232100,4096,8500.16900518467,-4050.16900518467
9950,50,126110,110,1600,85,1055,2500,1113025,7225,10020.1078614778,-70.1078614777816
9000,48,119742,110,1600,85,1080,2304,1166400,7225,10842.5297930528,-1842.52979305282
9950,53,117913,69,1900,64,1110,2809,1232100,4096,8810.96999280509,1139.03000719491
12450,47,117430,90,2000,210,1165,2209,1357225,44100,11551.7980284956,898.201971504446
10500,55,117175,110,1600,69,1035,3025,1071225,4761,9106.67400334549,1393.32599665451
10750,54,115558,110,1600,69,1035,2916,1071225,4761,9240.27287861085,1509.72712138915
8950,53,115113,97,1400,69,1025,2809,1050625,4761,9146.55258448565,-196.552584485649
10500,54,115046,69,1900,185,1140,2916,1299600,34225,9795.70698676118,704.293013238819
5150,56,113997,72,2000,64,1135,3136,1288225,4096,9045.62497823835,-3895.62497823835
10950,49,107859,97,1400,85,1060,2401,1123600,7225,10474.2272563501,475.77274364995
9450,52,104805,97,1400,69,1025,2704,1050625,4761,9422.1628796382,27.8371203617971
9950,54,103454,110,1600,85,1075,2916,1155625,7225,10309.8892952477,-359.889295247684
10950,51,103018,69,1900,185,1140,2601,1299600,34225,10322.6870947595,627.312905240453
11900,47,102352,110,1600,85,1080,2209,1166400,7225,11240.7668300656,659.233169934405
9950,50,102030,97,1400,85,1060,2500,1123600,7225,10448.5389008104,-498.538900810441
11950,54,101352,110,1600,85,1080,2916,1166400,7225,10443.6799192043,1506.32008079567
7900,50,99865,110,1600,69,1035,2500,1071225,4761,9941.54744606257,-2041.54744606257
10950,52,99323,110,1600,85,1055,2704,1113025,7225,10214.9530723458,735.046927654153
8950,48,98100,69,1900,185,1140,2304,1299600,34225,10755.2854313284,-1805.28543132841
11950,51,98040,110,1600,85,1080,2601,1166400,7225,10832.3503650343,1117.64963496574
10900,49,97600,110,1600,69,1045,2401,1092025,4761,10267.7085000537,632.291499946346
9950,55,97234,110,1600,85,1080,3025,1166400,7225,10401.0867704805,-451.086770480522
9950,51,96135,72,2000,185,1115,2601,1243225,34225,9741.25777351346,208.742226486544
10950,54,96100,110,1600,85,1080,2916,1166400,7225,10527.021170433,422.978829567035
8950,55,94401,72,2000,185,1115,3025,1243225,34225,9324.72012738703,-374.720127387025
8950,55,94122,86,1300,69,1015,3025,1030225,4761,8933.26607535761,16.7339246423871
10500,49,91340,110,1600,85,1055,2401,1113025,7225,10690.0405922328,-190.040592232768
8950,53,90200,97,1400,69,1025,2809,1050625,4761,9541.88399953874,-591.883999538743
9250,53,90097,69,1900,185,1140,2809,1299600,34225,10301.5984467707,-1051.59844677067
11500,48,89049,97,1400,85,1060,2304,1123600,7225,10892.9482985675,607.051701432489
9750,52,89000,110,1600,85,1075,2704,1155625,7225,10761.2790836715,-1011.27908367149
9950,45,87274,110,1600,69,1040,2025,1081600,4761,10837.8237919541,-887.823791954062
11450,49,86221,110,1600,69,1045,2401,1092025,4761,10448.275921556,1001.72407844396
12500,54,84598,110,1600,19,1075,2916,1155625,361,9803.81306788561,2696.18693211439
10500,50,83567,110,1600,85,1075,2500,1155625,7225,11077.7162632426,-577.716263242584
12950,50,83106,110,1600,85,1075,2500,1155625,7225,11085.0316320195,1864.96836798049
12200,50,82805,110,1600,69,1040,2500,1081600,4761,10297.319080247,1902.680919753
10950,50,82735,97,1400,69,1030,2500,1060900,4761,10083.8144024931,866.185597506908
10950,54,81905,110,1600,19,1105,2916,1221025,361,10477.9943017467,472.005698253346
11290,49,80320,110,1600,85,1070,2401,1144900,7225,11148.9143142284,141.085685771579
10750,49,80090,97,1400,69,1030,2401,1060900,4761,10243.9722483053,506.027751694743
10895,53,79800,110,1600,85,1075,2809,1155625,7225,10795.2310750704,99.7689249296218
11500,47,78785,110,1600,197,1119,2209,1252161,38809,12536.073581739,-1036.073581739
9750,48,78600,110,1600,85,1075,2304,1155625,7225,11394.9556710251,-1644.95567102513
10250,55,77780,110,1600,69,1040,3025,1081600,4761,9816.86811395633,433.131886043673
12500,49,77648,110,1600,69,1030,2401,1060900,4761,10329.1502392359,2170.84976076414
11950,54,77270,110,1600,69,1035,2916,1071225,4761,9847.84519906817,2102.15480093183
10750,50,76167,97,1400,85,1060,2500,1123600,7225,10858.9453708268,-108.945370826828
11450,46,75249,110,1600,69,1035,2116,1071225,4761,10817.2042083484,632.795791651552
11950,54,75231,110,1600,85,1080,2916,1166400,7225,10858.1804567792,1091.81954322083
11750,48,75045,110,1600,85,1055,2304,1113025,7225,11068.8524099948,681.147590005219
10950,50,74849,110,1600,85,1060,2500,1123600,7225,10926.287191464,23.7128085359709
11950,55,74715,110,1600,85,1080,3025,1166400,7225,10758.4290470261,1191.57095297387
10995,49,74656,69,1900,185,1105,2401,1221025,34225,10182.9104117362,812.089588263791
11450,56,74500,97,1400,69,1025,3136,1050625,4761,9467.20048379589,1982.79951620411
8900,49,74494,110,1600,85,1075,2401,1155625,7225,11339.87669148,-2439.87669148005
10500,50,73634,110,1587,85,1075,2500,1155625,7225,11260.2213055375,-760.221305537541
11750,47,73403,110,1600,85,1075,2209,1155625,7225,11599.7083447038,150.291655296189
11450,49,73175,97,1400,69,1030,2401,1060900,4761,10353.7027799591,1096.2972200409
12000,52,73000,110,1600,85,1055,2704,1113025,7225,10632.6590426603,1367.34095733975
11950,50,72242,110,1600,85,1070,2500,1144900,7225,11158.9141677545,791.085832245471
9850,53,72000,97,1400,69,1025,2809,1050625,4761,9830.69031567756,19.3096843224375
10950,54,71725,110,1600,69,1035,2916,1071225,4761,9935.83591461705,1014.16408538295
10950,54,71276,110,1600,85,1080,2916,1166400,7225,10920.9402908632,29.059709136809
8695,50,70440,69,1900,185,1105,2500,1221025,34225,10131.6261997168,-1436.62619971683
10990,53,70239,110,1600,69,1040,2809,1081600,4761,10154.4606379927,835.539362007341
9500,55,69813,97,1400,69,1025,3025,1050625,4761,9647.46635446532,-147.466354465316
11950,49,69659,86,1300,69,1025,2401,1050625,4761,10156.4859996827,1793.51400031733
10750,46,69574,97,1400,85,1065,2116,1134225,7225,11543.2722325479,-793.272232547899
8750,47,69000,69,1900,185,1140,2209,1299600,34225,11339.3423563624,-2589.34235636237
8750,49,68565,110,1600,69,1030,2401,1060900,4761,10473.2836331638,-1723.28363316383
11450,55,68520,72,2000,185,1115,3025,1243225,34225,9735.41223002377,1714.58776997623
9950,46,68414,97,1400,69,1025,2116,1050625,4761,10714.8947147343,-764.894714734324
11950,56,66777,110,1600,85,1090,3136,1188100,7225,10985.1402716438,964.859728356239
13950,52,66527,110,1600,85,1080,2704,1166400,7225,11218.3264914778,2731.67350852219
11250,54,66063,110,1600,85,1090,2916,1188100,7225,11210.3002204788,39.6997795212355
10900,50,65471,97,1400,85,1060,2500,1123600,7225,11028.6746212346,-128.674621234562
9750,56,65400,97,1400,69,1025,3136,1050625,4761,9611.60364186531,138.396358134694
9950,52,65170,97,1400,69,1025,2704,1050625,4761,10051.1100411856,-101.11004118557
11950,56,65000,110,1600,19,1075,3136,1155625,361,9900.97366264465,2049.02633735535
10450,48,64193,110,1600,69,1040,2304,1081600,4761,10831.0838827391,-381.083882739091
8950,54,64000,97,1400,69,1025,2916,1050625,4761,9847.6493672317,-897.649367231697
10250,54,63792,110,1600,85,1075,2916,1155625,7225,10939.2649057256,-689.264905725586
9930,53,63635,110,1600,69,1035,2809,1071225,4761,10174.2006887043,-244.200688704328
10500,54,63135,110,1600,69,1050,2916,1102500,4761,10333.0796869311,166.920313068931
11950,54,63123,110,1600,69,1035,2916,1071225,4761,10072.3365701899,1877.66342981009
11500,48,63000,69,1900,185,1140,2304,1299600,34225,11312.2690410247,187.730958975297
11500,55,63000,110,1600,69,1035,3025,1071225,4761,9966.34884822574,1533.65115177426
11450,54,62987,110,1600,85,1080,2916,1166400,7225,11052.4741125376,397.525887462381
9900,56,62751,110,1600,69,1050,3136,1102500,4761,10125.3433279378,-225.343327937848
9500,54,62519,97,1400,69,1025,2916,1050625,4761,9871.15058449552,-371.150584495521
10500,50,62280,97,1400,85,1060,2500,1123600,7225,11079.3109374323,-579.310937432312
10750,50,61672,110,1600,85,1075,2500,1155625,7225,11425.1566089491,-675.156608949148
8950,54,61000,69,2000,185,1140,2916,1299600,34225,10461.9237109809,-1511.92371098088
12000,56,61000,110,1600,69,1050,3136,1102500,4761,10153.129034507,1846.87096549297
9940,53,60558,110,1600,19,1105,2809,1221025,361,10926.7275007269,-986.727500726909
10950,47,60348,110,1600,69,1030,2209,1060900,4761,10846.1940670912,103.805932908828
10750,54,60239,110,1600,85,1075,2916,1155625,7225,10995.6456112883,-245.645611288297
9799,51,59000,97,1400,69,1025,2601,1050625,4761,10263.1058054595,-464.105805459531
11750,51,58761,97,1300,85,1060,2601,1123600,7225,11210.4267173406,539.573282659412
11950,54,58745,110,1600,69,1035,2916,1071225,4761,10141.8087708523,1808.19122914768
11250,52,58596,110,1600,69,1045,2704,1092025,4761,10538.233198651,711.766801348957
11750,54,58530,110,1600,85,1075,2916,1155625,7225,11022.7648417433,727.235158256697
10950,55,58377,110,1600,69,1050,3025,1102500,4761,10300.6423647088,649.357635291162
11250,56,58142,110,1600,85,1080,3136,1166400,7225,10915.5270379562,334.472962043777
9950,53,57948,97,1400,69,1025,2809,1050625,4761,10053.674181303,-103.674181302984
9700,51,57645,110,1600,85,1080,2601,1166400,7225,11473.3575705522,-1773.35757055225
11950,47,57500,110,1600,19,1105,2209,1221025,361,11678.2199192841,271.780080715889
9900,53,57475,110,1600,69,1040,2809,1081600,4761,10357.0059027836,-457.005902783643
9990,55,56743,110,1600,69,1045,3025,1092025,4761,10237.6711509219,-247.67115092188
9475,48,56675,97,1400,69,1025,2304,1050625,4761,10654.5571762181,-1179.55717621807
11500,54,55877,110,1600,85,1075,2916,1155625,7225,11064.8639162882,435.136083711846
11950,53,55500,110,1600,69,1035,2809,1071225,4761,10303.2907646268,1646.70923537318
11500,55,54900,97,1400,85,1060,3025,1123600,7225,10636.2302389717,863.769761028301
10500,50,54465,110,1600,85,1075,2500,1155625,7225,11539.5207364443,-1039.52073644434
10900,46,53700,97,1400,85,1060,2116,1123600,7225,11700.5007719379,-800.500771937865
11700,52,53561,97,1400,85,1060,2704,1123600,7225,10987.4444713775,712.555528622483
11900,51,53408,110,1600,85,1080,2601,1166400,7225,11540.5923156885,359.40768431148
13950,51,53268,110,1600,85,1080,2601,1166400,7225,11542.8139027357,2407.18609726425
10950,49,53116,97,1400,69,1025,2401,1050625,4761,10590.7981387099,359.201861290083
10500,56,52448,97,1400,69,1025,3136,1050625,4761,9817.13218069113,682.867819308874
10750,55,52149,97,1400,19,1085,3025,1177225,361,10367.1552544316,382.844745568447
11950,55,52141,110,1600,85,1070,3025,1144900,7225,10917.6963894918,1032.30361050819
10000,56,52000,97,1400,69,1025,3136,1050625,4761,9824.24125924224,175.758740757763
10495,48,50967,97,1400,85,1060,2304,1123600,7225,11497.2517123696,-1002.25171236962
11450,50,50400,110,1600,85,1080,2500,1166400,7225,11704.4611844988,-254.461184498827
9400,54,50000,97,1400,69,1025,2916,1050625,4761,10069.8080719539,-669.808071953867
11950,51,50000,86,1300,69,1045,2601,1092025,4761,10570.4988348819,1379.5011651181
9650,53,49969,110,1600,85,1075,2809,1155625,7225,11268.6036693966,-1618.60366939659
11450,51,49473,110,1600,85,1055,2601,1113025,7225,11120.083995353,329.91600464703
10250,52,49432,110,1600,69,1050,2704,1102500,4761,10772.5522476944,-522.552247694428
11450,48,49417,110,1600,69,1045,2304,1092025,4761,11152.5343732571,297.46562674288
9950,54,49366,97,1400,69,1025,2916,1050625,4761,10079.868687582,-129.868687581995
10500,56,48731,110,1600,85,1055,3136,1113025,7225,10581.9145081249,-81.9145081248735
13750,54,48370,110,1600,85,1080,2916,1166400,7225,11284.4236687465,2465.57633125353
9950,48,48071,97,1400,69,1025,2304,1050625,4761,10791.0895687487,-841.089568748746
10250,54,47852,110,1600,69,1030,2916,1060900,4761,10231.5311897646,18.4688102353721
10850,54,47768,110,1600,85,1055,2916,1113025,7225,10811.0257082082,38.9742917918466
11895,52,47689,110,1600,85,1075,2704,1155625,7225,11416.8218158699,478.178184130118
12950,53,47451,110,1600,85,1055,2809,1113025,7225,10926.0447957379,2023.95520426211
11950,50,47219,110,1600,85,1080,2500,1166400,7225,11754.9388159075,195.061184092525
10750,56,47211,110,1600,85,1070,3136,1144900,7225,10890.0376804876,-140.037680487609
9550,54,46856,97,1400,85,1060,2916,1123600,7225,10871.8158281834,-1321.81582818344
10950,56,46500,86,1300,69,1035,3136,1071225,4761,9904.06138231982,1045.93861768018
11750,52,46449,110,1600,69,1035,2704,1071225,4761,10558.9543817911,1191.0456182089
10950,47,46391,110,1600,85,1075,2209,1155625,7225,12028.3476969863,-1078.34769698632
12450,54,46230,110,1600,85,1055,2916,1113025,7225,10835.4314287698,1614.56857123023
10500,52,46029,110,1600,69,1030,2704,1060900,4761,10482.4862210923,17.5137789076871
10900,50,46000,97,1400,69,1025,2500,1050625,4761,10585.5325155258,314.467484474168
12950,50,45900,110,1600,85,1075,2500,1155625,7225,11675.4342582976,1274.56574170242
10950,47,45850,97,1400,85,1060,2209,1123600,7225,11700.7349077356,-750.734907735614
12500,56,45336,110,1600,85,1080,3136,1166400,7225,11118.7387788614,1381.26122113863
9950,55,44537,97,1400,69,1025,3025,1050625,4761,10048.5580273623,-98.5580273622836
10750,56,43700,86,1300,69,1025,3136,1050625,4761,9784.14974174448,965.850258255519
12500,48,43120,97,1400,69,1030,2304,1060900,4761,10950.8648675052,1549.13513249483
10450,49,41710,110,1600,69,1040,2401,1081600,4761,11067.6199400997,-617.619940099688
10750,52,41700,97,1400,69,1025,2704,1050625,4761,10423.5432411734,326.456758826625
12950,49,41636,110,1600,19,1105,2401,1221025,361,11687.4383259578,1262.5616740422
10995,50,41273,97,1400,85,1060,2500,1123600,7225,11412.6600738679,-417.660073867928
11950,49,40836,110,1600,85,1075,2401,1155625,7225,11873.97795459,76.0220454100436
11250,50,40400,97,1400,85,1060,2500,1123600,7225,11426.5132559552,-176.513255955246
11950,47,40361,110,1600,85,1090,2209,1188100,7225,12431.1072551608,-481.107255160839
13750,54,40325,86,1300,69,1045,2916,1092025,4761,10387.9123246396,3362.08767536038
11000,47,40000,110,1600,85,1080,2209,1166400,7225,12230.1982269825,-1230.1982269825
13500,50,39706,110,1600,85,1080,2500,1166400,7225,11874.1586979487,1625.84130205127
10950,54,39291,110,1600,69,1040,2916,1081600,4761,10535.5695435442,414.430456455757
10750,54,39000,97,1400,69,1025,2916,1050625,4761,10244.3613399499,505.638660050146
8950,47,38900,97,1400,69,1025,2209,1050625,4761,11058.9035776107,-2108.90357761072
12950,51,38403,110,1600,85,1055,2601,1113025,7225,11295.7480568726,1654.25194312742
9750,56,37461,97,1400,69,1025,3136,1050625,4761,10054.9530740962,-304.953074096204
10900,54,37000,97,1400,69,1025,2916,1050625,4761,10276.0982977673,623.901702232692
10995,55,36406,110,1600,69,1035,3025,1071225,4761,10388.3551763244,606.644823675597
10750,48,36005,97,1400,85,1065,2304,1134225,7225,11829.3435886091,-1079.34358860914
10950,52,36000,110,1600,85,1075,2704,1155625,7225,11602.308465834,-652.308465833989
13000,49,36000,110,1600,85,1080,2401,1166400,7225,12051.1529998831,948.847000116935
12950,45,36000,110,1600,85,1070,2025,1144900,7225,12345.4405243148,604.55947568525
11500,52,35823,110,1600,85,1075,2704,1155625,7225,11605.1171866008,-105.117186600832
10950,56,35230,97,1400,69,1025,3136,1050625,4761,10090.3556505416,859.644349458427
11710,48,35142,110,1600,85,1055,2304,1113025,7225,11702.0523238897,7.94767611031602
9980,49,34890,97,1400,69,1025,2401,1050625,4761,10880.0170353004,-900.017035300367
12250,51,34882,110,1600,85,1075,2601,1155625,7225,11734.1366746611,515.863325338929
11500,46,34000,110,1600,85,1075,2116,1155625,7225,12349.3074427801,-849.307442780106
11950,56,33998,110,1600,85,1080,3136,1166400,7225,11298.6555927285,651.34440727149
11500,55,33230,110,1600,69,1050,3025,1102500,4761,10699.6870038266,800.312996173423
11900,46,33021,110,1600,85,1080,2116,1166400,7225,12465.2777649223,-565.277764922257
11930,49,31999,97,1400,69,1030,2401,1060900,4761,11007.1032675048,922.896732495185
10500,52,31579,97,1400,69,1025,2704,1050625,4761,10584.1481162086,-84.1481162085947
8950,56,31000,97,1400,69,1025,3136,1050625,4761,10157.4793163255,-1207.47931632549
10450,46,30806,97,1400,85,1060,2116,1123600,7225,12063.7937280742,-1613.79372807424
10500,55,30461,86,1300,69,1050,3025,1102500,4761,10525.3997640492,-25.399764049158
12950,50,29686,110,1600,85,1075,2500,1155625,7225,11932.7257753237,1017.27422467633
9950,55,29650,86,1300,69,1025,3025,1050625,4761,10112.9921804363,-162.992180436311
12900,52,29500,110,1600,85,1055,2704,1113025,7225,11322.9378751898,1577.06212481017
9950,48,28656,97,1400,19,1085,2304,1177225,361,11538.5641752842,-1588.56417528417
9950,55,27500,97,1400,69,1025,3025,1050625,4761,10318.9093025303,-368.909302530257
10950,48,26938,110,1600,69,1040,2304,1081600,4761,11422.2640644837,-472.264064483701
10950,53,26624,97,1400,85,1060,2809,1123600,7225,11302.8556731805,-352.855673180466
9950,47,26221,97,1400,69,1025,2209,1050625,4761,11260.1000216945,-1310.10002169446
10950,50,22648,97,1400,85,1060,2500,1123600,7225,11708.210493543,-758.210493542954
10800,50,22500,97,1400,69,1025,2500,1050625,4761,10958.4417698809,-158.441769880897
10500,56,19313,97,1400,69,1025,3136,1050625,4761,10342.9342293318,157.065770668229
10450,50,17619,110,1600,69,1030,2500,1060900,4761,11163.5334405492,-713.533440549214
10600,51,17069,97,1400,69,1025,2601,1050625,4761,10928.4869945813,-328.486994581337
10450,48,15000,97,1400,69,1025,2304,1050625,4761,11315.8760347392,-865.876034739238
12950,50,10210,97,1400,85,1065,2500,1134225,7225,12000.2503290168,949.749670983152
11250,47,5309,110,1600,85,1070,2209,1144900,7225,12581.7439283852,-1331.74392838523
8950,52,31000,97,1398,69,1025,2704,1050625,4761,10597.1641872344,-1647.16418723437
6950,58,205000,72,2000,185,1100,3364,1210000,34225,6922.24944025363,27.750559746366
7900,68,204250,72,2000,185,1115,4624,1243225,34225,6364.84987539407,1535.15012460593
5950,68,194545,86,1300,69,1000,4624,1000000,4761,5902.41027245375,47.589727546253
7500,59,190900,72,2000,185,1115,3481,1243225,34225,7382.16195015131,117.838049848693
7500,62,183500,72,2000,185,1140,3844,1299600,34225,7810.95480119758,-310.95480119758
6900,65,176184,72,2000,185,1115,4225,1243225,34225,7060.26078461009,-160.260784610089
5751,67,174833,72,2000,185,1100,4489,1210000,34225,6577.0428485559,-826.042848555897
6950,68,155720,86,1300,69,1015,4624,1030225,4761,6739.0657991896,210.934200810397
7950,67,155500,110,1600,69,1050,4489,1102500,4761,7624.01386718383,325.986132816169
7750,59,154783,72,2000,185,1120,3481,1254400,34225,8071.09858147723,-321.09858147723
7950,64,154462,72,2000,185,1135,4096,1288225,34225,7967.1969671627,-17.1969671626957
8250,64,150585,110,1600,85,1065,4096,1134225,7225,8379.70935906099,-129.709359060989
6250,67,149000,90,2000,64,1135,4489,1288225,4096,8054.98193943738,-1804.98193943738
9500,62,147636,72,2000,185,1135,3844,1288225,34225,8256.55730155622,1243.44269844378
6900,59,144521,72,2000,64,1135,3481,1288225,4096,8255.88000703008,-1355.88000703008
8450,64,144000,110,1600,72,1065,4096,1134225,5184,8370.32708422258,79.6729157774171
7350,65,140168,72,2000,185,1115,4225,1243225,34225,7631.77992098678,-281.779920986775
8950,68,140000,110,1600,85,1085,4624,1177225,7225,8608.07923257326,341.920767426736
6900,60,139800,72,2000,185,1115,3600,1243225,34225,8095.3478517459,-1195.3478517459
8950,59,137050,110,1600,197,1078,3481,1162084,38809,9389.55862904845,-439.558629048452
8750,61,136956,110,1600,85,1065,3721,1134225,7225,8870.61785642045,-120.617856420447
7950,67,135337,110,1600,197,1120,4489,1254400,38809,9605.66696006878,-1655.66696006878
8950,64,133769,72,2000,185,1120,4096,1254400,34225,7936.58429251586,1013.41570748414
8950,58,133405,72,2000,185,1135,3364,1288225,34225,8869.05663778013,80.9433622198685
8950,65,132807,72,2000,185,1135,4225,1288225,34225,8223.38168151847,726.618318481529
7950,64,132393,72,2000,185,1135,4096,1288225,34225,8317.39842819938,-367.398428199378
7750,60,130270,110,1600,69,1050,3600,1102500,4761,8650.85060885991,-900.850608859913
7500,59,130000,72,2000,185,1135,3481,1288225,34225,8823.3462029773,-1323.3462029773
8950,67,127000,72,2000,185,1135,4489,1288225,34225,8146.78325025324,803.216749746758
9800,67,126800,72,2000,185,1135,4489,1288225,34225,8149.95694603498,1650.04305396502
9450,66,126452,110,1600,85,1085,4356,1177225,7225,8987.71360342544,462.286396574562
8950,62,125175,116,2000,185,1150,3844,1322500,34225,10442.1043917663,-1492.10439176629
8750,68,125000,72,2000,185,1115,4624,1243225,34225,7622.42682891063,1127.57317108937
10500,61,123000,72,2000,185,1135,3721,1288225,34225,8741.08804890147,1758.91195109853
7995,59,121626,86,1300,69,1050,3481,1102500,4761,8667.48405331259,-672.484053312593
10450,64,120400,110,1600,85,1090,4096,1188100,7225,9360.87480137347,1089.12519862653
9950,66,120000,72,2000,185,1100,4356,1210000,34225,7530.50787927933,2419.49212072067
9950,68,119541,110,1600,85,1055,4624,1113025,7225,8347.4241142739,1602.5758857261
8950,68,119500,110,1600,85,1070,4624,1144900,7225,8632.07780633064,317.922193669363
